# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-04-22 02:39:55 -04:00	(natwebcaas01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08110000 Yegua Ck nr Somerville, TX
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
# IV_TS_ID - An internal number representing the Instantaneous Value time series from which the daily statistic is calculated.
#
# Data provided for site 08110000
#    TS_ID       Parameter    Statistic  IV_TS_ID       Description
#    135366      00060        00001      140934         Discharge, cubic feet per second (Maximum)
#    135367      00060        00002      140934         Discharge, cubic feet per second (Minimum)
#    135368      00060        00003      140934         Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
#     P  Provisional data subject to revision.
#
agency_cd	site_no	datetime	135366_00060_00001	135366_00060_00001_cd	135367_00060_00002	135367_00060_00002_cd	135368_00060_00003	135368_00060_00003_cd
USGS	08110000	1972-12-28					1.20	A
USGS	08110000	1972-12-29					0.94	A
USGS	08110000	1972-12-30					0.85	A
USGS	08110000	1972-12-31					0.79	A
USGS	08110000	1973-01-01					0.96	A
USGS	08110000	1973-01-02					1.20	A
USGS	08110000	1973-01-03					2.70	A
USGS	08110000	1973-01-04					2.30	A
USGS	08110000	1973-01-05					1.90	A
USGS	08110000	1973-01-06					2.70	A
USGS	08110000	1973-01-07					9.50	A
USGS	08110000	1973-01-08					0.97	A
USGS	08110000	1973-01-09					0.27	A
USGS	08110000	1973-01-10					0.19	A
USGS	08110000	1973-01-11					0.19	A
USGS	08110000	1973-01-12					0.21	A
USGS	08110000	1973-01-13					0.22	A
USGS	08110000	1973-01-14					0.30	A
USGS	08110000	1973-01-15					193	A
USGS	08110000	1973-01-16					545	A
USGS	08110000	1973-01-17					556	A
USGS	08110000	1973-01-18					556	A
USGS	08110000	1973-01-19					463	A
USGS	08110000	1973-01-20					323	A
USGS	08110000	1973-01-21					313	A
USGS	08110000	1973-01-22					271	A
USGS	08110000	1973-01-23					160	A
USGS	08110000	1973-01-24					59.0	A
USGS	08110000	1973-01-25					41.0	A
USGS	08110000	1973-01-26					20.0	A
USGS	08110000	1973-01-27					215	A
USGS	08110000	1973-01-28					529	A
USGS	08110000	1973-01-29					682	A
USGS	08110000	1973-01-30					1040	A
USGS	08110000	1973-01-31					1120	A
USGS	08110000	1973-02-01					1120	A
USGS	08110000	1973-02-02					1110	A
USGS	08110000	1973-02-03					1110	A
USGS	08110000	1973-02-04					1110	A
USGS	08110000	1973-02-05					1120	A
USGS	08110000	1973-02-06					1120	A
USGS	08110000	1973-02-07					1120	A
USGS	08110000	1973-02-08					1140	A
USGS	08110000	1973-02-09					1120	A
USGS	08110000	1973-02-10					1120	A
USGS	08110000	1973-02-11					1120	A
USGS	08110000	1973-02-12					1120	A
USGS	08110000	1973-02-13					713	A
USGS	08110000	1973-02-14					563	A
USGS	08110000	1973-02-15					624	A
USGS	08110000	1973-02-16					720	A
USGS	08110000	1973-02-17					751	A
USGS	08110000	1973-02-18					752	A
USGS	08110000	1973-02-19					752	A
USGS	08110000	1973-02-20					776	A
USGS	08110000	1973-02-21					767	A
USGS	08110000	1973-02-22					774	A
USGS	08110000	1973-02-23					773	A
USGS	08110000	1973-02-24					777	A
USGS	08110000	1973-02-25					783	A
USGS	08110000	1973-02-26					756	A
USGS	08110000	1973-02-27					603	A
USGS	08110000	1973-02-28					319	A
USGS	08110000	1973-03-01					58.0	A
USGS	08110000	1973-03-02					7.60	A
USGS	08110000	1973-03-03					3.20	A
USGS	08110000	1973-03-04					2.20	A
USGS	08110000	1973-03-05					1.50	A
USGS	08110000	1973-03-06					2.30	A
USGS	08110000	1973-03-07					283	A
USGS	08110000	1973-03-08					628	A
USGS	08110000	1973-03-09					666	A
USGS	08110000	1973-03-10					471	A
USGS	08110000	1973-03-11					27.0	A
USGS	08110000	1973-03-12					3.90	A
USGS	08110000	1973-03-13					2.40	A
USGS	08110000	1973-03-14					1.90	A
USGS	08110000	1973-03-15					1.20	A
USGS	08110000	1973-03-16					114	A
USGS	08110000	1973-03-17					332	A
USGS	08110000	1973-03-18					182	A
USGS	08110000	1973-03-19					102	A
USGS	08110000	1973-03-20					98.0	A
USGS	08110000	1973-03-21					97.0	A
USGS	08110000	1973-03-22					56.0	A
USGS	08110000	1973-03-23					12.0	A
USGS	08110000	1973-03-24					170	A
USGS	08110000	1973-03-25					24.0	A
USGS	08110000	1973-03-26					2.20	A
USGS	08110000	1973-03-27					302	A
USGS	08110000	1973-03-28					954	A
USGS	08110000	1973-03-29					1380	A
USGS	08110000	1973-03-30					1470	A
USGS	08110000	1973-03-31					1490	A
USGS	08110000	1973-04-01					1510	A
USGS	08110000	1973-04-02					1530	A
USGS	08110000	1973-04-03					1550	A
USGS	08110000	1973-04-04					1570	A
USGS	08110000	1973-04-05					1580	A
USGS	08110000	1973-04-06					1670	A
USGS	08110000	1973-04-07					1490	A
USGS	08110000	1973-04-08					850	A
USGS	08110000	1973-04-09					491	A
USGS	08110000	1973-04-10					478	A
USGS	08110000	1973-04-11					485	A
USGS	08110000	1973-04-12					496	A
USGS	08110000	1973-04-13					396	A
USGS	08110000	1973-04-14					231	A
USGS	08110000	1973-04-15					242	A
USGS	08110000	1973-04-16					308	A
USGS	08110000	1973-04-17					239	A
USGS	08110000	1973-04-18					58.0	A
USGS	08110000	1973-04-19					15.0	A
USGS	08110000	1973-04-20					374	A
USGS	08110000	1973-04-21					800	A
USGS	08110000	1973-04-22					755	A
USGS	08110000	1973-04-23					885	A
USGS	08110000	1973-04-24					1330	A
USGS	08110000	1973-04-25					1410	A
USGS	08110000	1973-04-26					1400	A
USGS	08110000	1973-04-27					1390	A
USGS	08110000	1973-04-28					1390	A
USGS	08110000	1973-04-29					1390	A
USGS	08110000	1973-04-30					1390	A
USGS	08110000	1973-05-01					1380	A
USGS	08110000	1973-05-02					1360	A
USGS	08110000	1973-05-03					1360	A
USGS	08110000	1973-05-04					1080	A
USGS	08110000	1973-05-05					367	A
USGS	08110000	1973-05-06					14.0	A
USGS	08110000	1973-05-07					14.0	A
USGS	08110000	1973-05-08					325	A
USGS	08110000	1973-05-09					673	A
USGS	08110000	1973-05-10					575	A
USGS	08110000	1973-05-11					353	A
USGS	08110000	1973-05-12					365	A
USGS	08110000	1973-05-13					364	A
USGS	08110000	1973-05-14					369	A
USGS	08110000	1973-05-15					376	A
USGS	08110000	1973-05-16					383	A
USGS	08110000	1973-05-17					274	A
USGS	08110000	1973-05-18					91.0	A
USGS	08110000	1973-05-19					57.0	A
USGS	08110000	1973-05-20					1.60	A
USGS	08110000	1973-05-21					0.26	A
USGS	08110000	1973-05-22					0.09	A
USGS	08110000	1973-05-23					0.06	A
USGS	08110000	1973-05-24					0.05	A
USGS	08110000	1973-05-25					0.06	A
USGS	08110000	1973-05-26					0.06	A
USGS	08110000	1973-05-27					0.07	A
USGS	08110000	1973-05-28					0.07	A
USGS	08110000	1973-05-29					0.08	A
USGS	08110000	1973-05-30					0.08	A
USGS	08110000	1973-05-31					0.08	A
USGS	08110000	1973-06-01					0.07	A
USGS	08110000	1973-06-02					0.07	A
USGS	08110000	1973-06-03					0.05	A
USGS	08110000	1973-06-04					0.13	A
USGS	08110000	1973-06-05					0.24	A
USGS	08110000	1973-06-06					1.90	A
USGS	08110000	1973-06-07					0.46	A
USGS	08110000	1973-06-08					0.11	A
USGS	08110000	1973-06-09					0.09	A
USGS	08110000	1973-06-10					0.32	A
USGS	08110000	1973-06-11					189	A
USGS	08110000	1973-06-12					88.0	A
USGS	08110000	1973-06-13					223	A
USGS	08110000	1973-06-14					21.0	A
USGS	08110000	1973-06-15					2.00	A
USGS	08110000	1973-06-16					0.23	A
USGS	08110000	1973-06-17					325	A
USGS	08110000	1973-06-18					854	A
USGS	08110000	1973-06-19					1530	A
USGS	08110000	1973-06-20					1640	A
USGS	08110000	1973-06-21					1640	A
USGS	08110000	1973-06-22					1630	A
USGS	08110000	1973-06-23					1620	A
USGS	08110000	1973-06-24					1620	A
USGS	08110000	1973-06-25					1600	A
USGS	08110000	1973-06-26					1600	A
USGS	08110000	1973-06-27					1590	A
USGS	08110000	1973-06-28					1580	A
USGS	08110000	1973-06-29					1560	A
USGS	08110000	1973-06-30					1530	A
USGS	08110000	1973-07-01					1510	A
USGS	08110000	1973-07-02					1500	A
USGS	08110000	1973-07-03					1500	A
USGS	08110000	1973-07-04					1490	A
USGS	08110000	1973-07-05					1470	A
USGS	08110000	1973-07-06					1450	A
USGS	08110000	1973-07-07					1470	A
USGS	08110000	1973-07-08					1470	A
USGS	08110000	1973-07-09					1210	A
USGS	08110000	1973-07-10					402	A
USGS	08110000	1973-07-11					335	A
USGS	08110000	1973-07-12					305	A
USGS	08110000	1973-07-13					259	A
USGS	08110000	1973-07-14					259	A
USGS	08110000	1973-07-15					261	A
USGS	08110000	1973-07-16					264	A
USGS	08110000	1973-07-17					229	A
USGS	08110000	1973-07-18					170	A
USGS	08110000	1973-07-19					100	A
USGS	08110000	1973-07-20					32.0	A
USGS	08110000	1973-07-21					11.0	A
USGS	08110000	1973-07-22					0.68	A
USGS	08110000	1973-07-23					0.25	A
USGS	08110000	1973-07-24					0.19	A
USGS	08110000	1973-07-25					0.21	A
USGS	08110000	1973-07-26					0.22	A
USGS	08110000	1973-07-27					0.28	A
USGS	08110000	1973-07-28					0.25	A
USGS	08110000	1973-07-29					0.24	A
USGS	08110000	1973-07-30					0.26	A
USGS	08110000	1973-07-31					0.34	A
USGS	08110000	1973-08-01					0.38	A
USGS	08110000	1973-08-02					0.41	A
USGS	08110000	1973-08-03					0.42	A
USGS	08110000	1973-08-04					0.39	A
USGS	08110000	1973-08-05					0.38	A
USGS	08110000	1973-08-06					0.36	A
USGS	08110000	1973-08-07					0.34	A
USGS	08110000	1973-08-08					0.31	A
USGS	08110000	1973-08-09					0.33	A
USGS	08110000	1973-08-10					0.32	A
USGS	08110000	1973-08-11					0.30	A
USGS	08110000	1973-08-12					0.28	A
USGS	08110000	1973-08-13					0.28	A
USGS	08110000	1973-08-14					0.28	A
USGS	08110000	1973-08-15					0.31	A
USGS	08110000	1973-08-16					0.30	A
USGS	08110000	1973-08-17					0.29	A
USGS	08110000	1973-08-18					0.31	A
USGS	08110000	1973-08-19					0.33	A
USGS	08110000	1973-08-20					0.33	A
USGS	08110000	1973-08-21					0.30	A
USGS	08110000	1973-08-22					0.30	A
USGS	08110000	1973-08-23					0.28	A
USGS	08110000	1973-08-24					0.27	A
USGS	08110000	1973-08-25					0.27	A
USGS	08110000	1973-08-26					0.27	A
USGS	08110000	1973-08-27					0.28	A
USGS	08110000	1973-08-28					0.32	A
USGS	08110000	1973-08-29					0.44	A
USGS	08110000	1973-08-30					0.63	A
USGS	08110000	1973-08-31					0.70	A
USGS	08110000	1973-09-01					0.79	A
USGS	08110000	1973-09-02					0.84	A
USGS	08110000	1973-09-03					0.83	A
USGS	08110000	1973-09-04					1.20	A
USGS	08110000	1973-09-05					12.0	A
USGS	08110000	1973-09-06					44.0	A
USGS	08110000	1973-09-07					1.90	A
USGS	08110000	1973-09-08					0.28	A
USGS	08110000	1973-09-09					0.23	A
USGS	08110000	1973-09-10					0.26	A
USGS	08110000	1973-09-11					0.19	A
USGS	08110000	1973-09-12					0.18	A
USGS	08110000	1973-09-13					0.83	A
USGS	08110000	1973-09-14					13.0	A
USGS	08110000	1973-09-15					3.40	A
USGS	08110000	1973-09-16					0.96	A
USGS	08110000	1973-09-17					0.43	A
USGS	08110000	1973-09-18					0.25	A
USGS	08110000	1973-09-19					0.16	A
USGS	08110000	1973-09-20					0.13	A
USGS	08110000	1973-09-21					0.11	A
USGS	08110000	1973-09-22					0.08	A
USGS	08110000	1973-09-23					0.07	A
USGS	08110000	1973-09-24					0.06	A
USGS	08110000	1973-09-25					0.06	A
USGS	08110000	1973-09-26					0.05	A
USGS	08110000	1973-09-27					2.60	A
USGS	08110000	1973-09-28					23.0	A
USGS	08110000	1973-09-29					3.40	A
USGS	08110000	1973-09-30					1.50	A
USGS	08110000	1973-10-01					0.71	A
USGS	08110000	1973-10-02					0.53	A
USGS	08110000	1973-10-03					0.42	A
USGS	08110000	1973-10-04					2.10	A
USGS	08110000	1973-10-05					15.0	A
USGS	08110000	1973-10-06					30.0	A
USGS	08110000	1973-10-07					22.0	A
USGS	08110000	1973-10-08					3.90	A
USGS	08110000	1973-10-09					188	A
USGS	08110000	1973-10-10					520	A
USGS	08110000	1973-10-11					570	A
USGS	08110000	1973-10-12					420	A
USGS	08110000	1973-10-13					242	A
USGS	08110000	1973-10-14					77.0	A
USGS	08110000	1973-10-15					37.0	A
USGS	08110000	1973-10-16					131	A
USGS	08110000	1973-10-17					38.0	A
USGS	08110000	1973-10-18					159	A
USGS	08110000	1973-10-19					831	A
USGS	08110000	1973-10-20					1500	A
USGS	08110000	1973-10-21					1620	A
USGS	08110000	1973-10-22					1630	A
USGS	08110000	1973-10-23					1630	A
USGS	08110000	1973-10-24					1720	A
USGS	08110000	1973-10-25					2110	A
USGS	08110000	1973-10-26					2590	A
USGS	08110000	1973-10-27					2450	A
USGS	08110000	1973-10-28					2440	A
USGS	08110000	1973-10-29					2430	A
USGS	08110000	1973-10-30					2420	A
USGS	08110000	1973-10-31					2430	A
USGS	08110000	1973-11-01					2410	A
USGS	08110000	1973-11-02					2420	A
USGS	08110000	1973-11-03					2410	A
USGS	08110000	1973-11-04					2410	A
USGS	08110000	1973-11-05					2330	A
USGS	08110000	1973-11-06					1930	A
USGS	08110000	1973-11-07					1540	A
USGS	08110000	1973-11-08					1080	A
USGS	08110000	1973-11-09					598	A
USGS	08110000	1973-11-10					536	A
USGS	08110000	1973-11-11					532	A
USGS	08110000	1973-11-12					534	A
USGS	08110000	1973-11-13					538	A
USGS	08110000	1973-11-14					540	A
USGS	08110000	1973-11-15					537	A
USGS	08110000	1973-11-16					531	A
USGS	08110000	1973-11-17					530	A
USGS	08110000	1973-11-18					530	A
USGS	08110000	1973-11-19					528	A
USGS	08110000	1973-11-20					544	A
USGS	08110000	1973-11-21					529	A
USGS	08110000	1973-11-22					526	A
USGS	08110000	1973-11-23					527	A
USGS	08110000	1973-11-24					525	A
USGS	08110000	1973-11-25					523	A
USGS	08110000	1973-11-26					519	A
USGS	08110000	1973-11-27					517	A
USGS	08110000	1973-11-28					511	A
USGS	08110000	1973-11-29					510	A
USGS	08110000	1973-11-30					511	A
USGS	08110000	1973-12-01					511	A
USGS	08110000	1973-12-02					510	A
USGS	08110000	1973-12-03					514	A
USGS	08110000	1973-12-04					511	A
USGS	08110000	1973-12-05					506	A
USGS	08110000	1973-12-06					505	A
USGS	08110000	1973-12-07					336	A
USGS	08110000	1973-12-08					17.0	A
USGS	08110000	1973-12-09					3.20	A
USGS	08110000	1973-12-10					1.60	A
USGS	08110000	1973-12-11					1.20	A
USGS	08110000	1973-12-12					1.20	A
USGS	08110000	1973-12-13					1.20	A
USGS	08110000	1973-12-14					1.20	A
USGS	08110000	1973-12-15					1.30	A
USGS	08110000	1973-12-16					1.30	A
USGS	08110000	1973-12-17					1.20	A
USGS	08110000	1973-12-18					1.10	A
USGS	08110000	1973-12-19					8.30	A
USGS	08110000	1973-12-20					8.90	A
USGS	08110000	1973-12-21					4.80	A
USGS	08110000	1973-12-22					3.40	A
USGS	08110000	1973-12-23					15.0	A
USGS	08110000	1973-12-24					27.0	A
USGS	08110000	1973-12-25					7.70	A
USGS	08110000	1973-12-26					106	A
USGS	08110000	1973-12-27					471	A
USGS	08110000	1973-12-28					484	A
USGS	08110000	1973-12-29					485	A
USGS	08110000	1973-12-30					484	A
USGS	08110000	1973-12-31					480	A
USGS	08110000	1974-01-01					478	A
USGS	08110000	1974-01-02					330	A
USGS	08110000	1974-01-03					16.0	A
USGS	08110000	1974-01-04					3.50	A
USGS	08110000	1974-01-05					2.20	A
USGS	08110000	1974-01-06					1.90	A
USGS	08110000	1974-01-07					1.60	A
USGS	08110000	1974-01-08					1.30	A
USGS	08110000	1974-01-09					1.60	A
USGS	08110000	1974-01-10					1.90	A
USGS	08110000	1974-01-11					1.90	A
USGS	08110000	1974-01-12					1.90	A
USGS	08110000	1974-01-13					1.70	A
USGS	08110000	1974-01-14					1.70	A
USGS	08110000	1974-01-15					1.90	A
USGS	08110000	1974-01-16					2.00	A
USGS	08110000	1974-01-17					1.80	A
USGS	08110000	1974-01-18					1.80	A
USGS	08110000	1974-01-19					42.0	A
USGS	08110000	1974-01-20					7.30	A
USGS	08110000	1974-01-21					147	A
USGS	08110000	1974-01-22					695	A
USGS	08110000	1974-01-23					710	A
USGS	08110000	1974-01-24					842	A
USGS	08110000	1974-01-25					763	A
USGS	08110000	1974-01-26					804	A
USGS	08110000	1974-01-27					564	A
USGS	08110000	1974-01-28					35.0	A
USGS	08110000	1974-01-29					230	A
USGS	08110000	1974-01-30					1170	A
USGS	08110000	1974-01-31					2180	A
USGS	08110000	1974-02-01					2470	A
USGS	08110000	1974-02-02					2480	A
USGS	08110000	1974-02-03					2460	A
USGS	08110000	1974-02-04					2460	A
USGS	08110000	1974-02-05					2460	A
USGS	08110000	1974-02-06					2460	A
USGS	08110000	1974-02-07					2440	A
USGS	08110000	1974-02-08					2430	A
USGS	08110000	1974-02-09					2430	A
USGS	08110000	1974-02-10					2340	A
USGS	08110000	1974-02-11					1860	A
USGS	08110000	1974-02-12					884	A
USGS	08110000	1974-02-13					749	A
USGS	08110000	1974-02-14					748	A
USGS	08110000	1974-02-15					752	A
USGS	08110000	1974-02-16					759	A
USGS	08110000	1974-02-17					766	A
USGS	08110000	1974-02-18					779	A
USGS	08110000	1974-02-19					782	A
USGS	08110000	1974-02-20					790	A
USGS	08110000	1974-02-21					789	A
USGS	08110000	1974-02-22					539	A
USGS	08110000	1974-02-23					27.0	A
USGS	08110000	1974-02-24					4.70	A
USGS	08110000	1974-02-25					2.60	A
USGS	08110000	1974-02-26					2.10	A
USGS	08110000	1974-02-27					2.00	A
USGS	08110000	1974-02-28					1.70	A
USGS	08110000	1974-03-01					1.60	A
USGS	08110000	1974-03-02					1.60	A
USGS	08110000	1974-03-03					1.50	A
USGS	08110000	1974-03-04					1.40	A
USGS	08110000	1974-03-05					1.50	A
USGS	08110000	1974-03-06					1.60	A
USGS	08110000	1974-03-07					1.70	A
USGS	08110000	1974-03-08					1.70	A
USGS	08110000	1974-03-09					1.70	A
USGS	08110000	1974-03-10					1.80	A
USGS	08110000	1974-03-11					1.80	A
USGS	08110000	1974-03-12					2.00	A
USGS	08110000	1974-03-13					3.00	A
USGS	08110000	1974-03-14					3.10	A
USGS	08110000	1974-03-15					4.40	A
USGS	08110000	1974-03-16					5.20	A
USGS	08110000	1974-03-17					3.80	A
USGS	08110000	1974-03-18					3.00	A
USGS	08110000	1974-03-19					2.70	A
USGS	08110000	1974-03-20					2.50	A
USGS	08110000	1974-03-21					2.40	A
USGS	08110000	1974-03-22					2.20	A
USGS	08110000	1974-03-23					2.00	A
USGS	08110000	1974-03-24					3.80	A
USGS	08110000	1974-03-25					13.0	A
USGS	08110000	1974-03-26					5.20	A
USGS	08110000	1974-03-27					2.60	A
USGS	08110000	1974-03-28					96.0	A
USGS	08110000	1974-03-29					527	A
USGS	08110000	1974-03-30					546	A
USGS	08110000	1974-03-31					551	A
USGS	08110000	1974-04-01					551	A
USGS	08110000	1974-04-02					304	A
USGS	08110000	1974-04-03					11.0	A
USGS	08110000	1974-04-04					1.40	A
USGS	08110000	1974-04-05					0.83	A
USGS	08110000	1974-04-06					0.79	A
USGS	08110000	1974-04-07					0.85	A
USGS	08110000	1974-04-08					0.80	A
USGS	08110000	1974-04-09					0.81	A
USGS	08110000	1974-04-10					1.60	A
USGS	08110000	1974-04-11					2.30	A
USGS	08110000	1974-04-12					2.40	A
USGS	08110000	1974-04-13					2.50	A
USGS	08110000	1974-04-14					2.40	A
USGS	08110000	1974-04-15					1.60	A
USGS	08110000	1974-04-16					1.40	A
USGS	08110000	1974-04-17					1.40	A
USGS	08110000	1974-04-18					1.60	A
USGS	08110000	1974-04-19					2.00	A
USGS	08110000	1974-04-20					2.20	A
USGS	08110000	1974-04-21					1.90	A
USGS	08110000	1974-04-22					1.90	A
USGS	08110000	1974-04-23					2.00	A
USGS	08110000	1974-04-24					1.80	A
USGS	08110000	1974-04-25					1.50	A
USGS	08110000	1974-04-26					1.20	A
USGS	08110000	1974-04-27					1.00	A
USGS	08110000	1974-04-28					0.71	A
USGS	08110000	1974-04-29					0.56	A
USGS	08110000	1974-04-30					0.55	A
USGS	08110000	1974-05-01					0.69	A
USGS	08110000	1974-05-02					0.71	A
USGS	08110000	1974-05-03					0.64	A
USGS	08110000	1974-05-04					0.39	A
USGS	08110000	1974-05-05					0.08	A
USGS	08110000	1974-05-06					0.00	A
USGS	08110000	1974-05-07					0.00	A
USGS	08110000	1974-05-08					0.00	A
USGS	08110000	1974-05-09					0.00	A
USGS	08110000	1974-05-10					0.61	A
USGS	08110000	1974-05-11					0.56	A
USGS	08110000	1974-05-12					0.26	A
USGS	08110000	1974-05-13					148	A
USGS	08110000	1974-05-14					568	A
USGS	08110000	1974-05-15					588	A
USGS	08110000	1974-05-16					593	A
USGS	08110000	1974-05-17					594	A
USGS	08110000	1974-05-18					597	A
USGS	08110000	1974-05-19					384	A
USGS	08110000	1974-05-20					20.0	A
USGS	08110000	1974-05-21					5.50	A
USGS	08110000	1974-05-22					4.00	A
USGS	08110000	1974-05-23					4.00	A
USGS	08110000	1974-05-24					5.40	A
USGS	08110000	1974-05-25					7.40	A
USGS	08110000	1974-05-26					9.00	A
USGS	08110000	1974-05-27					9.80	A
USGS	08110000	1974-05-28					10.0	A
USGS	08110000	1974-05-29					11.0	A
USGS	08110000	1974-05-30					12.0	A
USGS	08110000	1974-05-31					13.0	A
USGS	08110000	1974-06-01					13.0	A
USGS	08110000	1974-06-02					11.0	A
USGS	08110000	1974-06-03					9.80	A
USGS	08110000	1974-06-04					8.70	A
USGS	08110000	1974-06-05					8.50	A
USGS	08110000	1974-06-06					8.20	A
USGS	08110000	1974-06-07					7.80	A
USGS	08110000	1974-06-08					7.50	A
USGS	08110000	1974-06-09					7.30	A
USGS	08110000	1974-06-10					7.00	A
USGS	08110000	1974-06-11					6.90	A
USGS	08110000	1974-06-12					6.90	A
USGS	08110000	1974-06-13					123	A
USGS	08110000	1974-06-14					512	A
USGS	08110000	1974-06-15					548	A
USGS	08110000	1974-06-16					554	A
USGS	08110000	1974-06-17					557	A
USGS	08110000	1974-06-18					559	A
USGS	08110000	1974-06-19					560	A
USGS	08110000	1974-06-20					543	A
USGS	08110000	1974-06-21					454	A
USGS	08110000	1974-06-22					441	A
USGS	08110000	1974-06-23					442	A
USGS	08110000	1974-06-24					375	A
USGS	08110000	1974-06-25					28.0	A
USGS	08110000	1974-06-26					0.86	A
USGS	08110000	1974-06-27					0.18	A
USGS	08110000	1974-06-28					0.06	A
USGS	08110000	1974-06-29					0.05	A
USGS	08110000	1974-06-30					0.06	A
USGS	08110000	1974-07-01					0.08	A
USGS	08110000	1974-07-02					0.10	A
USGS	08110000	1974-07-03					0.12	A
USGS	08110000	1974-07-04					0.12	A
USGS	08110000	1974-07-05					0.12	A
USGS	08110000	1974-07-06					0.10	A
USGS	08110000	1974-07-07					0.09	A
USGS	08110000	1974-07-08					0.10	A
USGS	08110000	1974-07-09					0.12	A
USGS	08110000	1974-07-10					0.09	A
USGS	08110000	1974-07-11					0.12	A
USGS	08110000	1974-07-12					0.20	A
USGS	08110000	1974-07-13					0.23	A
USGS	08110000	1974-07-14					0.25	A
USGS	08110000	1974-07-15					0.26	A
USGS	08110000	1974-07-16					0.31	A
USGS	08110000	1974-07-17					0.34	A
USGS	08110000	1974-07-18					0.40	A
USGS	08110000	1974-07-19					0.46	A
USGS	08110000	1974-07-20					0.47	A
USGS	08110000	1974-07-21					0.46	A
USGS	08110000	1974-07-22					0.45	A
USGS	08110000	1974-07-23					0.50	A
USGS	08110000	1974-07-24					0.48	A
USGS	08110000	1974-07-25					0.50	A
USGS	08110000	1974-07-26					0.54	A
USGS	08110000	1974-07-27					0.55	A
USGS	08110000	1974-07-28					0.60	A
USGS	08110000	1974-07-29					0.56	A
USGS	08110000	1974-07-30					0.43	A
USGS	08110000	1974-07-31					0.12	A
USGS	08110000	1974-08-01					0.10	A
USGS	08110000	1974-08-02					0.30	A
USGS	08110000	1974-08-03					0.23	A
USGS	08110000	1974-08-04					0.18	A
USGS	08110000	1974-08-05					0.12	A
USGS	08110000	1974-08-06					0.10	A
USGS	08110000	1974-08-07					0.14	A
USGS	08110000	1974-08-08					0.28	A
USGS	08110000	1974-08-09					0.47	A
USGS	08110000	1974-08-10					0.31	A
USGS	08110000	1974-08-11					0.25	A
USGS	08110000	1974-08-12					0.21	A
USGS	08110000	1974-08-13					0.20	A
USGS	08110000	1974-08-14					0.18	A
USGS	08110000	1974-08-15					0.18	A
USGS	08110000	1974-08-16					0.16	A
USGS	08110000	1974-08-17					0.16	A
USGS	08110000	1974-08-18					0.14	A
USGS	08110000	1974-08-19					0.12	A
USGS	08110000	1974-08-20					0.09	A
USGS	08110000	1974-08-21					0.09	A
USGS	08110000	1974-08-22					0.09	A
USGS	08110000	1974-08-23					0.09	A
USGS	08110000	1974-08-24					0.09	A
USGS	08110000	1974-08-25					0.09	A
USGS	08110000	1974-08-26					0.61	A
USGS	08110000	1974-08-27					0.46	A
USGS	08110000	1974-08-28					0.35	A
USGS	08110000	1974-08-29					3.20	A
USGS	08110000	1974-08-30					16.0	A
USGS	08110000	1974-08-31					1.80	A
USGS	08110000	1974-09-01					0.30	A
USGS	08110000	1974-09-02					0.20	A
USGS	08110000	1974-09-03					141	A
USGS	08110000	1974-09-04					632	A
USGS	08110000	1974-09-05					685	A
USGS	08110000	1974-09-06					694	A
USGS	08110000	1974-09-07					700	A
USGS	08110000	1974-09-08					704	A
USGS	08110000	1974-09-09					522	A
USGS	08110000	1974-09-10					49.0	A
USGS	08110000	1974-09-11					3.00	A
USGS	08110000	1974-09-12					1.80	A
USGS	08110000	1974-09-13					281	A
USGS	08110000	1974-09-14					166	A
USGS	08110000	1974-09-15					35.0	A
USGS	08110000	1974-09-16					11.0	A
USGS	08110000	1974-09-17					1.90	A
USGS	08110000	1974-09-18					0.61	A
USGS	08110000	1974-09-19					0.30	A
USGS	08110000	1974-09-20					0.26	A
USGS	08110000	1974-09-21					0.28	A
USGS	08110000	1974-09-22					290	A
USGS	08110000	1974-09-23					1320	A
USGS	08110000	1974-09-24					2440	A
USGS	08110000	1974-09-25					2590	A
USGS	08110000	1974-09-26					2560	A
USGS	08110000	1974-09-27					2520	A
USGS	08110000	1974-09-28					2510	A
USGS	08110000	1974-09-29					2500	A
USGS	08110000	1974-09-30					2480	A
USGS	08110000	1974-10-01					2470	A
USGS	08110000	1974-10-02					2470	A
USGS	08110000	1974-10-03					2470	A
USGS	08110000	1974-10-04					2460	A
USGS	08110000	1974-10-05					2460	A
USGS	08110000	1974-10-06					2460	A
USGS	08110000	1974-10-07					2450	A
USGS	08110000	1974-10-08					2430	A
USGS	08110000	1974-10-09					2420	A
USGS	08110000	1974-10-10					2290	A
USGS	08110000	1974-10-11					1740	A
USGS	08110000	1974-10-12					1280	A
